Most common words,Absolute frequency,Relative frequency
creature,21.0,0.00038617848801927217
housekeeper,21.0,0.00038617848801927217
air,21.0,0.00038617848801927217
received,21.0,0.00038617848801927217
rough,21.0,0.00038617848801927217
mouth,21.0,0.00038617848801927217
past,21.0,0.00038617848801927217
upon,21.0,0.00038617848801927217
demanded,21.0,0.00038617848801927217
promise,21.0,0.00038617848801927217
change,21.0,0.00038617848801927217
nature,21.0,0.00038617848801927217
course,21.0,0.00038617848801927217
sight,21.0,0.00038617848801927217
use,21.0,0.00038617848801927217
laughed,21.0,0.00038617848801927217
seeing,21.0,0.00038617848801927217
breath,21.0,0.00038617848801927217
bit,21.0,0.00038617848801927217
enter,21.0,0.00038617848801927217
sweet,21.0,0.00038617848801927217
country,20.0,0.0003677890362088306
fellow,20.0,0.0003677890362088306
yesterday,20.0,0.0003677890362088306
six,20.0,0.0003677890362088306
entirely,20.0,0.0003677890362088306
glance,20.0,0.0003677890362088306
second,20.0,0.0003677890362088306
health,20.0,0.0003677890362088306
immediately,20.0,0.0003677890362088306
reach,20.0,0.0003677890362088306
best,20.0,0.0003677890362088306
conduct,20.0,0.0003677890362088306
forward,20.0,0.0003677890362088306
question,20.0,0.0003677890362088306
sound,20.0,0.0003677890362088306
_you_,20.0,0.0003677890362088306
compelled,20.0,0.0003677890362088306
suffer,20.0,0.0003677890362088306
sick,20.0,0.0003677890362088306
library,20.0,0.0003677890362088306
step,20.0,0.0003677890362088306
truth,20.0,0.0003677890362088306
mad,20.0,0.0003677890362088306
beyond,20.0,0.0003677890362088306
ground,20.0,0.0003677890362088306
trees,20.0,0.0003677890362088306
died,20.0,0.0003677890362088306
sometimes,20.0,0.0003677890362088306
tired,20.0,0.0003677890362088306
week,20.0,0.0003677890362088306
wrong,20.0,0.0003677890362088306
aware,20.0,0.0003677890362088306
letter,20.0,0.0003677890362088306
fixed,19.0,0.0003493995843983891
removed,19.0,0.0003493995843983891
lockwood,19.0,0.0003493995843983891
high,19.0,0.0003493995843983891
hills,19.0,0.0003493995843983891
aspect,19.0,0.0003493995843983891
handsome,19.0,0.0003493995843983891
warm,19.0,0.0003493995843983891
existence,19.0,0.0003493995843983891
red,19.0,0.0003493995843983891
chance,19.0,0.0003493995843983891
tone,19.0,0.0003493995843983891
cause,19.0,0.0003493995843983891
presently,19.0,0.0003493995843983891
laughing,19.0,0.0003493995843983891
un,19.0,0.0003493995843983891
point,19.0,0.0003493995843983891
passed,19.0,0.0003493995843983891
cut,19.0,0.0003493995843983891
pass,19.0,0.0003493995843983891
lips,19.0,0.0003493995843983891
caught,19.0,0.0003493995843983891
journey,19.0,0.0003493995843983891
obliged,19.0,0.0003493995843983891
smile,19.0,0.0003493995843983891
cheek,19.0,0.0003493995843983891
forgive,19.0,0.0003493995843983891
possible,18.0,0.00033101013258794753
teeth,18.0,0.00033101013258794753
leant,18.0,0.00033101013258794753
front,18.0,0.00033101013258794753
roof,18.0,0.00033101013258794753
apartment,18.0,0.00033101013258794753
feeling,18.0,0.00033101013258794753
finally,18.0,0.00033101013258794753
touch,18.0,0.00033101013258794753
interest,18.0,0.00033101013258794753
n,18.0,0.00033101013258794753
small,18.0,0.00033101013258794753
bitter,18.0,0.00033101013258794753
mention,18.0,0.00033101013258794753
cross,18.0,0.00033101013258794753
hell,18.0,0.00033101013258794753
darling,18.0,0.00033101013258794753
repeat,18.0,0.00033101013258794753
moor,18.0,0.00033101013258794753
fro,18.0,0.00033101013258794753
distance,18.0,0.00033101013258794753
watch,18.0,0.00033101013258794753
departed,18.0,0.00033101013258794753
object,18.0,0.00033101013258794753
fall,18.0,0.00033101013258794753
dropped,18.0,0.00033101013258794753
weeping,18.0,0.00033101013258794753
dying,18.0,0.00033101013258794753
fool,18.0,0.00033101013258794753
pony,18.0,0.00033101013258794753
single,18.0,0.00033101013258794753
feelings,18.0,0.00033101013258794753
marry,18.0,0.00033101013258794753
allow,17.0,0.00031262068077750604
court,17.0,0.00031262068077750604
generally,17.0,0.00031262068077750604
pride,17.0,0.00031262068077750604
leaving,17.0,0.00031262068077750604
flung,17.0,0.00031262068077750604
moved,17.0,0.00031262068077750604
humour,17.0,0.00031262068077750604
hat,17.0,0.00031262068077750604
top,17.0,0.00031262068077750604
resolved,17.0,0.00031262068077750604
yard,17.0,0.00031262068077750604
follow,17.0,0.00031262068077750604
apparently,17.0,0.00031262068077750604
condition,17.0,0.00031262068077750604
gaze,17.0,0.00031262068077750604
imagine,17.0,0.00031262068077750604
sad,17.0,0.00031262068077750604
daughter,17.0,0.00031262068077750604
appearance,17.0,0.00031262068077750604
discovered,17.0,0.00031262068077750604
dared,17.0,0.00031262068077750604
walking,17.0,0.00031262068077750604
passion,17.0,0.00031262068077750604
changed,17.0,0.00031262068077750604
opportunity,17.0,0.00031262068077750604
refused,17.0,0.00031262068077750604
act,17.0,0.00031262068077750604
naughty,17.0,0.00031262068077750604
kindness,17.0,0.00031262068077750604
stayed,17.0,0.00031262068077750604
dare,17.0,0.00031262068077750604
certainly,16.0,0.0002942312289670645
order,16.0,0.0002942312289670645
power,16.0,0.0002942312289670645
green,16.0,0.0002942312289670645
looks,16.0,0.0002942312289670645
ears,16.0,0.0002942312289670645
aloud,16.0,0.0002942312289670645
usual,16.0,0.0002942312289670645
foolish,16.0,0.0002942312289670645
evidently,16.0,0.0002942312289670645
whose,16.0,0.0002942312289670645
thinking,16.0,0.0002942312289670645
stared,16.0,0.0002942312289670645
standing,16.0,0.0002942312289670645
free,16.0,0.0002942312289670645
state,16.0,0.0002942312289670645
started,16.0,0.0002942312289670645
period,16.0,0.0002942312289670645
married,16.0,0.0002942312289670645
conversation,16.0,0.0002942312289670645
expected,16.0,0.0002942312289670645
em,16.0,0.0002942312289670645
bent,16.0,0.0002942312289670645
odd,16.0,0.0002942312289670645
beneath,16.0,0.0002942312289670645
eat,16.0,0.0002942312289670645
asleep,16.0,0.0002942312289670645
twice,16.0,0.0002942312289670645
character,16.0,0.0002942312289670645
listened,16.0,0.0002942312289670645
attempt,16.0,0.0002942312289670645
broken,16.0,0.0002942312289670645
stopped,16.0,0.0002942312289670645
ere,16.0,0.0002942312289670645
lifted,16.0,0.0002942312289670645
breakfast,16.0,0.0002942312289670645
threw,16.0,0.0002942312289670645
gathered,16.0,0.0002942312289670645
strength,16.0,0.0002942312289670645
age,16.0,0.0002942312289670645
comfort,16.0,0.0002942312289670645
silly,16.0,0.0002942312289670645
quick,16.0,0.0002942312289670645
able,16.0,0.0002942312289670645
beside,16.0,0.0002942312289670645
ear,16.0,0.0002942312289670645
spring,16.0,0.0002942312289670645
watching,16.0,0.0002942312289670645
lock,16.0,0.0002942312289670645
society,15.0,0.00027584177715662294
calling,15.0,0.00027584177715662294
stop,15.0,0.00027584177715662294
frame,15.0,0.00027584177715662294
chimney,15.0,0.00027584177715662294
stone,15.0,0.00027584177715662294
knee,15.0,0.00027584177715662294
hated,15.0,0.00027584177715662294
shame,15.0,0.00027584177715662294
filled,15.0,0.00027584177715662294
foot,15.0,0.00027584177715662294
suddenly,15.0,0.00027584177715662294
peace,15.0,0.00027584177715662294
scene,15.0,0.00027584177715662294
endure,15.0,0.00027584177715662294
putting,15.0,0.00027584177715662294
touched,15.0,0.00027584177715662294
twelve,15.0,0.00027584177715662294
remove,15.0,0.00027584177715662294
shook,15.0,0.00027584177715662294
wi,15.0,0.00027584177715662294
cheerful,15.0,0.00027584177715662294
fair,15.0,0.00027584177715662294
showed,15.0,0.00027584177715662294
body,15.0,0.00027584177715662294
