Most common words,Absolute frequency,Relative frequency
india,20.0,0.00022898753162890281
lynn,20.0,0.00022898753162890281
bride,20.0,0.00022898753162890281
janet,20.0,0.00022898753162890281
view,19.0,0.00021753815504745768
sea,19.0,0.00021753815504745768
allowed,19.0,0.00021753815504745768
fairy,19.0,0.00021753815504745768
succeeded,19.0,0.00021753815504745768
suffering,19.0,0.00021753815504745768
disposed,19.0,0.00021753815504745768
missis,19.0,0.00021753815504745768
secret,19.0,0.00021753815504745768
piece,19.0,0.00021753815504745768
move,19.0,0.00021753815504745768
complete,19.0,0.00021753815504745768
wishes,19.0,0.00021753815504745768
recall,19.0,0.00021753815504745768
alive,19.0,0.00021753815504745768
noise,19.0,0.00021753815504745768
raised,19.0,0.00021753815504745768
asleep,19.0,0.00021753815504745768
addressed,19.0,0.00021753815504745768
surely,19.0,0.00021753815504745768
pocket,19.0,0.00021753815504745768
result,19.0,0.00021753815504745768
learn,19.0,0.00021753815504745768
journey,19.0,0.00021753815504745768
entrance,19.0,0.00021753815504745768
waited,19.0,0.00021753815504745768
spirits,19.0,0.00021753815504745768
kissed,19.0,0.00021753815504745768
visible,19.0,0.00021753815504745768
dining,19.0,0.00021753815504745768
enter,19.0,0.00021753815504745768
obeyed,19.0,0.00021753815504745768
trust,19.0,0.00021753815504745768
expect,19.0,0.00021753815504745768
suffer,19.0,0.00021753815504745768
hills,19.0,0.00021753815504745768
brown,19.0,0.00021753815504745768
middle,19.0,0.00021753815504745768
single,19.0,0.00021753815504745768
whence,19.0,0.00021753815504745768
respect,19.0,0.00021753815504745768
service,19.0,0.00021753815504745768
appear,19.0,0.00021753815504745768
movement,19.0,0.00021753815504745768
cool,19.0,0.00021753815504745768
joy,19.0,0.00021753815504745768
colonel,19.0,0.00021753815504745768
blanche,19.0,0.00021753815504745768
wandering,18.0,0.00020608877846601251
seated,18.0,0.00020608877846601251
possessed,18.0,0.00020608877846601251
solitary,18.0,0.00020608877846601251
among,18.0,0.00020608877846601251
dreary,18.0,0.00020608877846601251
snow,18.0,0.00020608877846601251
run,18.0,0.00020608877846601251
vision,18.0,0.00020608877846601251
month,18.0,0.00020608877846601251
continually,18.0,0.00020608877846601251
thence,18.0,0.00020608877846601251
shame,18.0,0.00020608877846601251
colour,18.0,0.00020608877846601251
general,18.0,0.00020608877846601251
bound,18.0,0.00020608877846601251
regard,18.0,0.00020608877846601251
brilliant,18.0,0.00020608877846601251
dread,18.0,0.00020608877846601251
stirred,18.0,0.00020608877846601251
across,18.0,0.00020608877846601251
key,18.0,0.00020608877846601251
seeing,18.0,0.00020608877846601251
pronounced,18.0,0.00020608877846601251
putting,18.0,0.00020608877846601251
kindness,18.0,0.00020608877846601251
peace,18.0,0.00020608877846601251
hitherto,18.0,0.00020608877846601251
weary,18.0,0.00020608877846601251
village,18.0,0.00020608877846601251
line,18.0,0.00020608877846601251
hearing,18.0,0.00020608877846601251
instead,18.0,0.00020608877846601251
grounds,18.0,0.00020608877846601251
influence,18.0,0.00020608877846601251
opening,18.0,0.00020608877846601251
examined,18.0,0.00020608877846601251
christian,18.0,0.00020608877846601251
visit,18.0,0.00020608877846601251
habits,18.0,0.00020608877846601251
plainly,18.0,0.00020608877846601251
questions,18.0,0.00020608877846601251
heath,18.0,0.00020608877846601251
changed,18.0,0.00020608877846601251
touched,18.0,0.00020608877846601251
smooth,18.0,0.00020608877846601251
event,18.0,0.00020608877846601251
degree,18.0,0.00020608877846601251
companion,18.0,0.00020608877846601251
fate,18.0,0.00020608877846601251
naturally,18.0,0.00020608877846601251
goodness,18.0,0.00020608877846601251
longed,18.0,0.00020608877846601251
fortnight,18.0,0.00020608877846601251
danger,18.0,0.00020608877846601251
summer,18.0,0.00020608877846601251
mademoiselle,18.0,0.00020608877846601251
peculiar,18.0,0.00020608877846601251
energy,18.0,0.00020608877846601251
union,18.0,0.00020608877846601251
clouds,17.0,0.00019463940188456738
aspect,17.0,0.00019463940188456738
health,17.0,0.00019463940188456738
spent,17.0,0.00019463940188456738
tongue,17.0,0.00019463940188456738
curtains,17.0,0.00019463940188456738
clothes,17.0,0.00019463940188456738
teach,17.0,0.00019463940188456738
windows,17.0,0.00019463940188456738
excitement,17.0,0.00019463940188456738
painful,17.0,0.00019463940188456738
prayers,17.0,0.00019463940188456738
effect,17.0,0.00019463940188456738
brain,17.0,0.00019463940188456738
darkness,17.0,0.00019463940188456738
purpose,17.0,0.00019463940188456738
loud,17.0,0.00019463940188456738
forgive,17.0,0.00019463940188456738
vain,17.0,0.00019463940188456738
daresay,17.0,0.00019463940188456738
yesterday,17.0,0.00019463940188456738
explanation,17.0,0.00019463940188456738
stayed,17.0,0.00019463940188456738
difficult,17.0,0.00019463940188456738
express,17.0,0.00019463940188456738
surveyed,17.0,0.00019463940188456738
swept,17.0,0.00019463940188456738
listening,17.0,0.00019463940188456738
noticed,17.0,0.00019463940188456738
safe,17.0,0.00019463940188456738
stairs,17.0,0.00019463940188456738
summoned,17.0,0.00019463940188456738
slowly,17.0,0.00019463940188456738
cast,17.0,0.00019463940188456738
remarked,17.0,0.00019463940188456738
guard,17.0,0.00019463940188456738
attempt,17.0,0.00019463940188456738
difficulty,17.0,0.00019463940188456738
sudden,17.0,0.00019463940188456738
thirty,17.0,0.00019463940188456738
news,17.0,0.00019463940188456738
study,17.0,0.00019463940188456738
tray,17.0,0.00019463940188456738
doubtless,17.0,0.00019463940188456738
wandered,17.0,0.00019463940188456738
surprise,17.0,0.00019463940188456738
sympathy,17.0,0.00019463940188456738
comprehend,17.0,0.00019463940188456738
everything,17.0,0.00019463940188456738
handkerchief,17.0,0.00019463940188456738
corner,17.0,0.00019463940188456738
acquaintance,17.0,0.00019463940188456738
explain,17.0,0.00019463940188456738
sake,17.0,0.00019463940188456738
withdrew,17.0,0.00019463940188456738
wealth,17.0,0.00019463940188456738
gay,17.0,0.00019463940188456738
ease,17.0,0.00019463940188456738
downstairs,17.0,0.00019463940188456738
reach,17.0,0.00019463940188456738
youth,17.0,0.00019463940188456738
yonder,17.0,0.00019463940188456738
storey,17.0,0.00019463940188456738
