Most common words,Absolute frequency,Relative frequency
often,68.0,0.0007785576075382695
read,68.0,0.0007785576075382695
hair,68.0,0.0007785576075382695
many,68.0,0.0007785576075382695
believe,68.0,0.0007785576075382695
course,68.0,0.0007785576075382695
live,67.0,0.0007671082309568244
feeling,67.0,0.0007671082309568244
returned,66.0,0.0007556588543753792
chair,66.0,0.0007556588543753792
large,66.0,0.0007556588543753792
thus,66.0,0.0007556588543753792
gone,66.0,0.0007556588543753792
suppose,66.0,0.0007556588543753792
poor,66.0,0.0007556588543753792
days,66.0,0.0007556588543753792
rest,66.0,0.0007556588543753792
either,65.0,0.0007442094777939341
however,65.0,0.0007442094777939341
present,65.0,0.0007442094777939341
things,65.0,0.0007442094777939341
return,65.0,0.0007442094777939341
temple,65.0,0.0007442094777939341
ask,64.0,0.000732760101212489
people,64.0,0.000732760101212489
fear,63.0,0.0007213107246310438
given,63.0,0.0007213107246310438
whose,63.0,0.0007213107246310438
helen,63.0,0.0007213107246310438
taken,62.0,0.0007098613480495987
opened,62.0,0.0007098613480495987
talk,62.0,0.0007098613480495987
best,62.0,0.0007098613480495987
lips,62.0,0.0007098613480495987
sit,61.0,0.0006984119714681536
silence,61.0,0.0006984119714681536
doubt,61.0,0.0006984119714681536
mason,61.0,0.0006984119714681536
entered,60.0,0.0006869625948867084
air,60.0,0.0006869625948867084
set,59.0,0.0006755132183052633
wild,59.0,0.0006755132183052633
part,58.0,0.0006640638417238181
anything,58.0,0.0006640638417238181
quiet,58.0,0.0006640638417238181
appeared,58.0,0.0006640638417238181
fine,58.0,0.0006640638417238181
neither,57.0,0.000652614465142373
behind,57.0,0.000652614465142373
cried,57.0,0.000652614465142373
mother,57.0,0.000652614465142373
turn,57.0,0.000652614465142373
high,57.0,0.000652614465142373
sense,57.0,0.000652614465142373
towards,57.0,0.000652614465142373
water,57.0,0.000652614465142373
end,57.0,0.000652614465142373
father,56.0,0.0006411650885609279
followed,56.0,0.0006411650885609279
within,56.0,0.0006411650885609279
brocklehurst,56.0,0.0006411650885609279
pale,55.0,0.0006297157119794827
fell,55.0,0.0006297157119794827
kind,55.0,0.0006297157119794827
lowood,55.0,0.0006297157119794827
rivers,55.0,0.0006297157119794827
liked,54.0,0.0006182663353980376
happy,54.0,0.0006182663353980376
book,54.0,0.0006182663353980376
death,54.0,0.0006182663353980376
arms,54.0,0.0006182663353980376
dead,54.0,0.0006182663353980376
stay,54.0,0.0006182663353980376
work,54.0,0.0006182663353980376
married,54.0,0.0006182663353980376
strong,54.0,0.0006182663353980376
care,53.0,0.0006068169588165925
began,53.0,0.0006068169588165925
walk,52.0,0.0005953675822351473
close,52.0,0.0005953675822351473
already,51.0,0.0005839182056537022
remember,51.0,0.0005839182056537022
hard,51.0,0.0005839182056537022
wanted,51.0,0.0005839182056537022
mean,51.0,0.0005839182056537022
point,51.0,0.0005839182056537022
idea,50.0,0.000572468829072257
whole,50.0,0.000572468829072257
step,49.0,0.0005610194524908119
upon,49.0,0.0005610194524908119
kept,49.0,0.0005610194524908119
sound,49.0,0.0005610194524908119
longer,49.0,0.0005610194524908119
next,49.0,0.0005610194524908119
grace,49.0,0.0005610194524908119
marry,49.0,0.0005610194524908119
wind,48.0,0.0005495700759093668
question,48.0,0.0005495700759093668
feelings,48.0,0.0005495700759093668
laid,48.0,0.0005495700759093668
deep,48.0,0.0005495700759093668
clock,48.0,0.0005495700759093668
candle,48.0,0.0005495700759093668
person,48.0,0.0005495700759093668
drawing,47.0,0.0005381206993279216
shut,47.0,0.0005381206993279216
sisters,47.0,0.0005381206993279216
struck,47.0,0.0005381206993279216
ran,47.0,0.0005381206993279216
spirit,47.0,0.0005381206993279216
power,47.0,0.0005381206993279216
smile,47.0,0.0005381206993279216
character,47.0,0.0005381206993279216
short,47.0,0.0005381206993279216
coming,46.0,0.0005266713227464765
less,46.0,0.0005266713227464765
become,46.0,0.0005266713227464765
together,46.0,0.0005266713227464765
spoke,46.0,0.0005266713227464765
chapter,45.0,0.0005152219461650314
seat,45.0,0.0005152219461650314
brother,45.0,0.0005152219461650314
sweet,45.0,0.0005152219461650314
second,45.0,0.0005152219461650314
stopped,45.0,0.0005152219461650314
used,45.0,0.0005152219461650314
human,45.0,0.0005152219461650314
features,45.0,0.0005152219461650314
thoughts,45.0,0.0005152219461650314
glad,44.0,0.0005037725695835861
georgiana,44.0,0.0005037725695835861
pass,44.0,0.0005037725695835861
drew,44.0,0.0005037725695835861
arm,44.0,0.0005037725695835861
gentlemen,44.0,0.0005037725695835861
received,44.0,0.0005037725695835861
scarcely,44.0,0.0005037725695835861
church,44.0,0.0005037725695835861
exclaimed,44.0,0.0005037725695835861
order,44.0,0.0005037725695835861
sought,44.0,0.0005037725695835861
small,44.0,0.0005037725695835861
forget,44.0,0.0005037725695835861
road,44.0,0.0005037725695835861
held,44.0,0.0005037725695835861
fast,44.0,0.0005037725695835861
children,43.0,0.000492323193002141
feet,43.0,0.000492323193002141
moon,43.0,0.000492323193002141
sent,43.0,0.000492323193002141
added,43.0,0.000492323193002141
gateshead,43.0,0.000492323193002141
call,43.0,0.000492323193002141
beyond,43.0,0.000492323193002141
sky,43.0,0.000492323193002141
silent,42.0,0.0004808738164206959
presence,42.0,0.0004808738164206959
matter,42.0,0.0004808738164206959
late,42.0,0.0004808738164206959
strength,42.0,0.0004808738164206959
tone,42.0,0.0004808738164206959
bread,42.0,0.0004808738164206959
girls,42.0,0.0004808738164206959
really,41.0,0.00046942443983925077
clear,41.0,0.00046942443983925077
french,41.0,0.00046942443983925077
ere,41.0,0.00046942443983925077
chamber,41.0,0.00046942443983925077
glance,41.0,0.00046942443983925077
soul,41.0,0.00046942443983925077
five,41.0,0.00046942443983925077
change,41.0,0.00046942443983925077
breakfast,40.0,0.00045797506325780563
glass,40.0,0.00045797506325780563
business,40.0,0.00045797506325780563
none,40.0,0.00045797506325780563
self,40.0,0.00045797506325780563
ago,40.0,0.00045797506325780563
wood,40.0,0.00045797506325780563
hannah,40.0,0.00045797506325780563
manner,39.0,0.0004465256866763605
afternoon,39.0,0.0004465256866763605
blood,39.0,0.0004465256866763605
gentleman,39.0,0.0004465256866763605
past,39.0,0.0004465256866763605
family,39.0,0.0004465256866763605
sitting,39.0,0.0004465256866763605
dressed,39.0,0.0004465256866763605
england,39.0,0.0004465256866763605
bright,39.0,0.0004465256866763605
help,39.0,0.0004465256866763605
expected,39.0,0.0004465256866763605
lived,39.0,0.0004465256866763605
front,39.0,0.0004465256866763605
bear,39.0,0.0004465256866763605
trees,38.0,0.00043507631009491536
existence,38.0,0.00043507631009491536
please,38.0,0.00043507631009491536
die,38.0,0.00043507631009491536
amongst,38.0,0.00043507631009491536
probably,38.0,0.00043507631009491536
conversation,38.0,0.00043507631009491536
true,38.0,0.00043507631009491536
seek,38.0,0.00043507631009491536
trouble,38.0,0.00043507631009491536
tall,38.0,0.00043507631009491536
form,38.0,0.00043507631009491536
reader,38.0,0.00043507631009491536
mere,38.0,0.00043507631009491536
ten,37.0,0.00042362693351347016
ought,37.0,0.00042362693351347016
closed,37.0,0.00042362693351347016
reply,37.0,0.00042362693351347016
soft,37.0,0.00042362693351347016
filled,37.0,0.00042362693351347016
sleep,37.0,0.00042362693351347016
usual,37.0,0.00042362693351347016
hours,37.0,0.00042362693351347016
dress,37.0,0.00042362693351347016
tea,37.0,0.00042362693351347016
hardly,37.0,0.00042362693351347016
need,37.0,0.00042362693351347016
dinner,36.0,0.00041217755693202503
distance,36.0,0.00041217755693202503
speaking,36.0,0.00041217755693202503
four,36.0,0.00041217755693202503
servants,36.0,0.00041217755693202503
wonder,36.0,0.00041217755693202503
servant,36.0,0.00041217755693202503
handsome,36.0,0.00041217755693202503
blue,36.0,0.00041217755693202503
living,36.0,0.00041217755693202503
rain,35.0,0.0004007281803505799
presently,35.0,0.0004007281803505799
ear,35.0,0.0004007281803505799
husband,35.0,0.0004007281803505799
state,35.0,0.0004007281803505799
afraid,35.0,0.0004007281803505799
friends,35.0,0.0004007281803505799
loved,35.0,0.0004007281803505799
dream,35.0,0.0004007281803505799
fair,35.0,0.0004007281803505799
bent,35.0,0.0004007281803505799
case,35.0,0.0004007281803505799
fortune,35.0,0.0004007281803505799
taking,34.0,0.00038927880376913475
kitchen,34.0,0.00038927880376913475
placed,34.0,0.00038927880376913475
bell,34.0,0.00038927880376913475
quietly,34.0,0.00038927880376913475
watched,34.0,0.00038927880376913475
listen,34.0,0.00038927880376913475
twenty,34.0,0.00038927880376913475
different,34.0,0.00038927880376913475
laugh,34.0,0.00038927880376913475
red,33.0,0.0003778294271876896
bad,33.0,0.0003778294271876896
age,33.0,0.0003778294271876896
week,33.0,0.0003778294271876896
deal,33.0,0.0003778294271876896
suddenly,33.0,0.0003778294271876896
also,33.0,0.0003778294271876896
aid,33.0,0.0003778294271876896
pleasant,33.0,0.0003778294271876896
send,33.0,0.0003778294271876896
interest,33.0,0.0003778294271876896
sister,33.0,0.0003778294271876896
tears,33.0,0.0003778294271876896
calm,33.0,0.0003778294271876896
truth,33.0,0.0003778294271876896
watch,33.0,0.0003778294271876896
heaven,33.0,0.0003778294271876896
sight,33.0,0.0003778294271876896
letter,33.0,0.0003778294271876896
brow,33.0,0.0003778294271876896
walked,33.0,0.0003778294271876896
schoolroom,33.0,0.0003778294271876896
rising,33.0,0.0003778294271876896
approached,33.0,0.0003778294271876896
nurse,32.0,0.0003663800506062445
mama,32.0,0.0003663800506062445
scene,32.0,0.0003663800506062445
wall,32.0,0.0003663800506062445
certainly,32.0,0.0003663800506062445
rise,32.0,0.0003663800506062445
men,32.0,0.0003663800506062445
stranger,32.0,0.0003663800506062445
grave,32.0,0.0003663800506062445
flowers,32.0,0.0003663800506062445
garden,32.0,0.0003663800506062445
replied,32.0,0.0003663800506062445
meet,32.0,0.0003663800506062445
sun,32.0,0.0003663800506062445
morrow,32.0,0.0003663800506062445
burns,32.0,0.0003663800506062445
horse,32.0,0.0003663800506062445
rich,32.0,0.0003663800506062445
governess,32.0,0.0003663800506062445
poole,32.0,0.0003663800506062445
curtain,31.0,0.00035493067402479934
money,31.0,0.00035493067402479934
try,31.0,0.00035493067402479934
foot,31.0,0.00035493067402479934
carriage,31.0,0.00035493067402479934
beauty,31.0,0.00035493067402479934
pity,31.0,0.00035493067402479934
ready,31.0,0.00035493067402479934
forehead,31.0,0.00035493067402479934
countenance,31.0,0.00035493067402479934
lost,31.0,0.00035493067402479934
eliza,30.0,0.0003434812974433542
natural,30.0,0.0003434812974433542
broken,30.0,0.0003434812974433542
feared,30.0,0.0003434812974433542
times,30.0,0.0003434812974433542
flesh,30.0,0.0003434812974433542
subject,30.0,0.0003434812974433542
somewhat,30.0,0.0003434812974433542
known,30.0,0.0003434812974433542
dared,30.0,0.0003434812974433542
else,30.0,0.0003434812974433542
real,30.0,0.0003434812974433542
delight,30.0,0.0003434812974433542
broke,30.0,0.0003434812974433542
shook,30.0,0.0003434812974433542
along,30.0,0.0003434812974433542
ill,30.0,0.0003434812974433542
became,30.0,0.0003434812974433542
cheek,30.0,0.0003434812974433542
ground,30.0,0.0003434812974433542
months,30.0,0.0003434812974433542
narrow,30.0,0.0003434812974433542
observed,30.0,0.0003434812974433542
others,30.0,0.0003434812974433542
gallery,30.0,0.0003434812974433542
offer,30.0,0.0003434812974433542
oliver,30.0,0.0003434812974433542
saying,29.0,0.00033203192086190907
nursery,29.0,0.00033203192086190907
dear,29.0,0.00033203192086190907
promise,29.0,0.00033203192086190907
dare,29.0,0.00033203192086190907
lifted,29.0,0.00033203192086190907
effort,29.0,0.00033203192086190907
tired,29.0,0.00033203192086190907
forward,29.0,0.00033203192086190907
proceeded,29.0,0.00033203192086190907
future,29.0,0.00033203192086190907
plain,29.0,0.00033203192086190907
understand,29.0,0.00033203192086190907
smiled,29.0,0.00033203192086190907
pure,29.0,0.00033203192086190907
marriage,29.0,0.00033203192086190907
millcote,29.0,0.00033203192086190907
eshton,29.0,0.00033203192086190907
dent,29.0,0.00033203192086190907
hearth,28.0,0.00032058254428046393
whatever,28.0,0.00032058254428046393
books,28.0,0.00032058254428046393
upstairs,28.0,0.00032058254428046393
led,28.0,0.00032058254428046393
grey,28.0,0.00032058254428046393
friend,28.0,0.00032058254428046393
beautiful,28.0,0.00032058254428046393
task,28.0,0.00032058254428046393
third,28.0,0.00032058254428046393
company,27.0,0.0003091331676990188
offered,27.0,0.0003091331676990188
account,27.0,0.0003091331676990188
miles,27.0,0.0003091331676990188
affection,27.0,0.0003091331676990188
show,27.0,0.0003091331676990188
hold,27.0,0.0003091331676990188
fellow,27.0,0.0003091331676990188
grew,27.0,0.0003091331676990188
uncle,27.0,0.0003091331676990188
earth,27.0,0.0003091331676990188
steps,27.0,0.0003091331676990188
passing,27.0,0.0003091331676990188
frame,27.0,0.0003091331676990188
c,27.0,0.0003091331676990188
parlour,27.0,0.0003091331676990188
showed,27.0,0.0003091331676990188
happened,27.0,0.0003091331676990188
language,27.0,0.0003091331676990188
hill,27.0,0.0003091331676990188
green,27.0,0.0003091331676990188
leah,27.0,0.0003091331676990188
sophie,27.0,0.0003091331676990188
wet,26.0,0.00029768379111757366
picture,26.0,0.00029768379111757366
paused,26.0,0.00029768379111757366
stand,26.0,0.00029768379111757366
blind,26.0,0.00029768379111757366
says,26.0,0.00029768379111757366
eat,26.0,0.00029768379111757366
cut,26.0,0.00029768379111757366
resolved,26.0,0.00029768379111757366
walls,26.0,0.00029768379111757366
stone,26.0,0.00029768379111757366
tried,26.0,0.00029768379111757366
means,26.0,0.00029768379111757366
dog,26.0,0.00029768379111757366
sad,26.0,0.00029768379111757366
bonnet,26.0,0.00029768379111757366
meantime,26.0,0.00029768379111757366
liberty,26.0,0.00029768379111757366
year,26.0,0.00029768379111757366
fancy,26.0,0.00029768379111757366
weeks,26.0,0.00029768379111757366
thin,26.0,0.00029768379111757366
afterwards,26.0,0.00029768379111757366
clean,26.0,0.00029768379111757366
lit,26.0,0.00029768379111757366
broad,26.0,0.00029768379111757366
inquired,26.0,0.00029768379111757366
taste,26.0,0.00029768379111757366
wait,26.0,0.00029768379111757366
pounds,26.0,0.00029768379111757366
expression,26.0,0.00029768379111757366
society,26.0,0.00029768379111757366
post,26.0,0.00029768379111757366
consider,26.0,0.00029768379111757366
moor,26.0,0.00029768379111757366
absolutely,26.0,0.00029768379111757366
drawn,25.0,0.0002862344145361285
nearly,25.0,0.0002862344145361285
knee,25.0,0.0002862344145361285
act,25.0,0.0002862344145361285
pain,25.0,0.0002862344145361285
shoulder,25.0,0.0002862344145361285
abbot,25.0,0.0002862344145361285
passion,25.0,0.0002862344145361285
fetch,25.0,0.0002862344145361285
bitter,25.0,0.0002862344145361285
figure,25.0,0.0002862344145361285
considered,25.0,0.0002862344145361285
prepared,25.0,0.0002862344145361285
thank,25.0,0.0002862344145361285
moved,25.0,0.0002862344145361285
library,25.0,0.0002862344145361285
path,25.0,0.0002862344145361285
hate,25.0,0.0002862344145361285
town,25.0,0.0002862344145361285
tale,25.0,0.0002862344145361285
gates,25.0,0.0002862344145361285
six,25.0,0.0002862344145361285
teachers,25.0,0.0002862344145361285
daughter,25.0,0.0002862344145361285
pupil,25.0,0.0002862344145361285
settled,25.0,0.0002862344145361285
desire,25.0,0.0002862344145361285
excited,25.0,0.0002862344145361285
reached,25.0,0.0002862344145361285
touch,25.0,0.0002862344145361285
thinking,25.0,0.0002862344145361285
seems,25.0,0.0002862344145361285
free,25.0,0.0002862344145361285
circumstances,25.0,0.0002862344145361285
morton,25.0,0.0002862344145361285
cross,24.0,0.0002747850379546834
dim,24.0,0.0002747850379546834
standing,24.0,0.0002747850379546834
attention,24.0,0.0002747850379546834
instantly,24.0,0.0002747850379546834
easy,24.0,0.0002747850379546834
warm,24.0,0.0002747850379546834
reason,24.0,0.0002747850379546834
demanded,24.0,0.0002747850379546834
sick,24.0,0.0002747850379546834
eight,24.0,0.0002747850379546834
pride,24.0,0.0002747850379546834
died,24.0,0.0002747850379546834
gathered,24.0,0.0002747850379546834
mistress,24.0,0.0002747850379546834
seem,24.0,0.0002747850379546834
impossible,24.0,0.0002747850379546834
position,24.0,0.0002747850379546834
solitude,24.0,0.0002747850379546834
kiss,24.0,0.0002747850379546834
wrong,24.0,0.0002747850379546834
met,24.0,0.0002747850379546834
spoken,24.0,0.0002747850379546834
draw,24.0,0.0002747850379546834
likely,24.0,0.0002747850379546834
fresh,24.0,0.0002747850379546834
pilot,24.0,0.0002747850379546834
thousand,24.0,0.0002747850379546834
party,24.0,0.0002747850379546834
early,23.0,0.00026333566137323825
turning,23.0,0.00026333566137323825
cloud,23.0,0.00026333566137323825
distant,23.0,0.00026333566137323825
discovered,23.0,0.00026333566137323825
opinion,23.0,0.00026333566137323825
necessary,23.0,0.00026333566137323825
spread,23.0,0.00026333566137323825
marble,23.0,0.00026333566137323825
comfort,23.0,0.00026333566137323825
caught,23.0,0.00026333566137323825
able,23.0,0.00026333566137323825
charm,23.0,0.00026333566137323825
finished,23.0,0.00026333566137323825
pause,23.0,0.00026333566137323825
play,23.0,0.00026333566137323825
listened,23.0,0.00026333566137323825
clergyman,23.0,0.00026333566137323825
pretty,23.0,0.00026333566137323825
notice,23.0,0.00026333566137323825
shape,23.0,0.00026333566137323825
talking,23.0,0.00026333566137323825
coach,23.0,0.00026333566137323825
miller,23.0,0.00026333566137323825
removed,23.0,0.00026333566137323825
shone,23.0,0.00026333566137323825
cloak,23.0,0.00026333566137323825
scatcherd,23.0,0.00026333566137323825
english,23.0,0.00026333566137323825
happiness,23.0,0.00026333566137323825
advanced,23.0,0.00026333566137323825
waiting,23.0,0.00026333566137323825
edward,23.0,0.00026333566137323825
winter,22.0,0.00025188628479179306
birds,22.0,0.00025188628479179306
believed,22.0,0.00025188628479179306
object,22.0,0.00025188628479179306
immediately,22.0,0.00025188628479179306
mad,22.0,0.00025188628479179306
lonely,22.0,0.00025188628479179306
forced,22.0,0.00025188628479179306
courage,22.0,0.00025188628479179306
gazed,22.0,0.00025188628479179306
bring,22.0,0.00025188628479179306
wide,22.0,0.00025188628479179306
aunt,22.0,0.00025188628479179306
burnt,22.0,0.00025188628479179306
women,22.0,0.00025188628479179306
fixed,22.0,0.00025188628479179306
looks,22.0,0.00025188628479179306
expressed,22.0,0.00025188628479179306
top,22.0,0.00025188628479179306
pleased,22.0,0.00025188628479179306
amidst,22.0,0.00025188628479179306
gold,22.0,0.00025188628479179306
use,22.0,0.00025188628479179306
forgotten,22.0,0.00025188628479179306
remembered,22.0,0.00025188628479179306
leaving,22.0,0.00025188628479179306
veil,22.0,0.00025188628479179306
especially,21.0,0.00024043690821034795
truly,21.0,0.00024043690821034795
generally,21.0,0.00024043690821034795
fields,21.0,0.00024043690821034795
thick,21.0,0.00024043690821034795
heavy,21.0,0.00024043690821034795
getting,21.0,0.00024043690821034795
follow,21.0,0.00024043690821034795
aware,21.0,0.00024043690821034795
neck,21.0,0.00024043690821034795
apartment,21.0,0.00024043690821034795
solemn,21.0,0.00024043690821034795
nine,21.0,0.00024043690821034795
repeated,21.0,0.00024043690821034795
fall,21.0,0.00024043690821034795
running,21.0,0.00024043690821034795
staircase,21.0,0.00024043690821034795
worse,21.0,0.00024043690821034795
making,21.0,0.00024043690821034795
fully,21.0,0.00024043690821034795
knows,21.0,0.00024043690821034795
doors,21.0,0.00024043690821034795
marked,21.0,0.00024043690821034795
gentle,21.0,0.00024043690821034795
contrary,21.0,0.00024043690821034795
burning,21.0,0.00024043690821034795
uttered,21.0,0.00024043690821034795
whispered,21.0,0.00024043690821034795
common,21.0,0.00024043690821034795
creature,21.0,0.00024043690821034795
points,21.0,0.00024043690821034795
surprised,21.0,0.00024043690821034795
ye,21.0,0.00024043690821034795
hay,21.0,0.00024043690821034795
ah,21.0,0.00024043690821034795
stern,21.0,0.00024043690821034795
confidence,21.0,0.00024043690821034795
gaze,21.0,0.00024043690821034795
force,21.0,0.00024043690821034795
fingers,20.0,0.00022898753162890281
space,20.0,0.00022898753162890281
formed,20.0,0.00022898753162890281
madam,20.0,0.00022898753162890281
appearance,20.0,0.00022898753162890281
reading,20.0,0.00022898753162890281
cry,20.0,0.00022898753162890281
spring,20.0,0.00022898753162890281
break,20.0,0.00022898753162890281
chance,20.0,0.00022898753162890281
covered,20.0,0.00022898753162890281
curls,20.0,0.00022898753162890281
silk,20.0,0.00022898753162890281
duty,20.0,0.00022898753162890281
farther,20.0,0.00022898753162890281
judgment,20.0,0.00022898753162890281
sank,20.0,0.00022898753162890281
fit,20.0,0.00022898753162890281
carried,20.0,0.00022898753162890281
hot,20.0,0.00022898753162890281
passage,20.0,0.00022898753162890281
perfect,20.0,0.00022898753162890281
country,20.0,0.00022898753162890281
obliged,20.0,0.00022898753162890281
supper,20.0,0.00022898753162890281
roof,20.0,0.00022898753162890281
evidently,20.0,0.00022898753162890281
breath,20.0,0.00022898753162890281
daily,20.0,0.00022898753162890281
rooms,20.0,0.00022898753162890281
straight,20.0,0.00022898753162890281
mouth,20.0,0.00022898753162890281
bye,20.0,0.00022898753162890281
except,20.0,0.00022898753162890281
field,20.0,0.00022898753162890281
experience,20.0,0.00022898753162890281
minute,20.0,0.00022898753162890281
class,20.0,0.00022898753162890281
resumed,20.0,0.00022898753162890281
lower,20.0,0.00022898753162890281
london,20.0,0.00022898753162890281
content,20.0,0.00022898753162890281
born,20.0,0.00022898753162890281
