Most common words,Jane Eyre relative frequency,Wuthering Heights relative frequency,Relative frequency difference
parlour,0.0003091331676990188,0.00038617848801927217,7.704532032025337e-05
asleep,0.00021753815504745768,0.0002942312289670645,7.669307391960681e-05
supposed,0.00012594314239589653,0.00020228396991485683,7.63408275189603e-05
opposite,0.00012594314239589653,0.00020228396991485683,7.63408275189603e-05
suppose,0.0007556588543753792,0.0006804097169863366,7.524913738904263e-05
wall,0.0003663800506062445,0.00044134684345059676,7.496679284435228e-05
warm,0.0002747850379546834,0.0003493995843983891,7.461454644370569e-05
saying,0.00033203192086190907,0.00025745232534618145,7.457959551572762e-05
therefore,0.00018319002530312224,0.00025745232534618145,7.42623000430592e-05
beginning,0.00018319002530312224,0.00025745232534618145,7.42623000430592e-05
hastened,0.00018319002530312224,0.00025745232534618145,7.42623000430592e-05
features,0.0005152219461650314,0.00044134684345059676,7.387510271443461e-05
love,0.0017288558637982162,0.0016550506629397378,7.380520085847843e-05
generally,0.00024043690821034795,0.00031262068077750604,7.218377256715808e-05
follow,0.00024043690821034795,0.00031262068077750604,7.218377256715808e-05
gaze,0.00024043690821034795,0.00031262068077750604,7.218377256715808e-05
certainly,0.0003663800506062445,0.0002942312289670645,7.214882163918e-05
keeping,0.00014884189555878683,0.00022067342172529838,7.183152616651155e-05
quitted,0.00014884189555878683,0.00022067342172529838,7.183152616651155e-05
deep,0.0005495700759093668,0.0004781257470714798,7.144432883788698e-05
ask,0.000732760101212489,0.0006620202651758951,7.07398360365939e-05
miles,0.0003091331676990188,0.0002390628735357399,7.00702941632789e-05
touched,0.00020608877846601251,0.00027584177715662294,6.975299869061043e-05
key,0.00020608877846601251,0.00027584177715662294,6.975299869061043e-05
shame,0.00020608877846601251,0.00027584177715662294,6.975299869061043e-05
peace,0.00020608877846601251,0.00027584177715662294,6.975299869061043e-05
putting,0.00020608877846601251,0.00027584177715662294,6.975299869061043e-05
hearing,0.00020608877846601251,0.00027584177715662294,6.975299869061043e-05
remember,0.0005839182056537022,0.0005149046506923629,6.901355496133929e-05
hard,0.0005839182056537022,0.0005149046506923629,6.901355496133929e-05
ran,0.0005381206993279216,0.0006068519097445705,6.873121041664888e-05
sitting,0.0004465256866763605,0.0005149046506923629,6.83789640160024e-05
lost,0.00035493067402479934,0.0004229573916401552,6.802671761535587e-05
pity,0.00035493067402479934,0.0004229573916401552,6.802671761535587e-05
